,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
Tmem25,0,0,0,0,1,0,1,0
Esam,0,0,0,0,1,0,1,0
Gabbr2,0,0,0,0,1,1,0,0
Taldo1,0,1,0,0,1,0,1,0
Gmnn,0,0,0,0,1,0,1,0
Tapbp,0,1,0,0,0,0,1,0
Esyt1,0,0,0,0,1,0,1,0
Mrps7,0,0,0,0,0,0,1,0
Tbc1d20,0,1,0,0,1,0,1,0
Esyt2,0,0,0,0,1,0,0,0
mt-Co1,0,0,0,0,0,0,1,0
Aplp1,0,0,0,0,0,0,1,0
Tecr,0,1,0,0,1,0,1,0
Etl4,0,0,0,0,1,0,1,0
Syngr1,0,0,0,0,0,0,1,0
Ets2,0,0,0,0,1,0,0,0
Exoc3,0,0,0,0,1,0,1,0
Eya1,0,0,0,0,1,0,0,0
Dclk3,0,0,0,0,1,0,1,0
Tgfbr2,0,1,0,0,1,0,1,0
Ezh1,0,0,0,0,1,0,0,0
Ak2,0,0,0,0,0,0,0,0
Tgm2,0,1,0,0,0,0,0,0
Gm8055,0,0,0,0,1,0,1,0
Tgoln1,0,1,0,0,0,0,1,0
F3,0,0,0,0,1,0,1,0
Disp2,0,0,0,0,0,0,0,0
Tinagl1,0,0,0,0,1,0,1,0
Tgoln2,0,1,0,0,0,0,0,0
Gypc,0,0,0,0,1,0,1,0
Znf41-ps,0,0,0,0,0,0,1,0
Gm11410,0,0,0,0,0,0,0,0
Timm13,0,1,0,0,0,0,1,0
Fads3,0,0,0,0,1,0,1,0
Cdc34,0,0,0,0,0,1,1,0
Iqch,0,0,0,0,0,0,1,0
Fam101b,0,0,0,0,1,0,0,0
Cdo1,0,0,0,0,0,0,0,0
Fam102b,0,1,0,0,1,0,1,0
Fam129a,0,0,0,0,1,0,1,0
Timp2,0,1,0,0,1,0,0,0
Fam83g,0,0,0,0,0,0,1,0
Tm7sf2,0,1,0,0,1,0,1,0
Fam160b2,0,0,0,0,1,0,0,0
Tmed2,0,1,0,0,0,0,0,0
Fam171a1,0,0,0,0,1,0,0,0
Arhgef33,0,0,0,0,0,0,1,0
Fam177a,0,0,0,0,1,0,1,0
Tmem106b,0,1,0,0,0,0,1,0
Cabyr,0,0,0,0,1,0,0,0
Tmem120a,0,1,0,0,0,0,0,0
Fam189a2,0,0,0,0,1,0,1,0
Smdt1,0,0,0,0,0,0,1,0
Fam198b,0,0,0,0,1,0,0,0
Tpi1,0,1,0,0,0,0,1,0
Gm10233,0,0,0,0,0,0,1,0
Fam204a,0,0,0,0,1,0,0,0
Ralgapa2,0,0,0,0,0,0,0,0
Atp2a3,0,0,0,0,0,0,1,0
Tmem242,0,1,0,0,1,0,1,0
Fam206a,0,0,0,0,1,0,1,0
Fam20b,0,0,0,0,1,0,0,0
Ccl27a,0,0,0,0,0,0,1,0
Usp2,0,0,0,0,0,0,0,0
Tmem70,0,1,0,0,1,0,1,0
Fam213a,0,0,0,0,1,0,0,0
Atp5c1,0,0,0,0,0,0,1,0
Uba52,0,0,0,0,0,0,1,0
Fam216a,0,0,0,0,1,0,0,0
Fam217b,0,0,0,0,1,0,1,0
Tnfrsf12a,0,1,0,0,0,0,0,0
Fam234a,0,0,0,0,1,0,1,0
Zfp708,0,0,0,0,1,0,1,0
Tns1,0,1,0,0,1,0,0,0
Fam49a,0,0,0,0,1,0,0,0
Fam53b,0,0,0,0,1,0,0,0
Tpte,0,0,0,0,0,0,1,0
Scn5a,0,0,0,0,0,0,1,0
Trak1,0,1,0,0,0,0,1,0
Fam58b,0,0,0,0,1,0,0,0
Txnrd2,0,1,0,0,1,0,1,0
Rnls,0,0,0,0,0,0,1,0
Fam63b,0,0,0,0,1,0,1,0
Mrps18b,0,0,0,0,0,0,1,0
Ica1,0,0,0,0,0,0,1,0
Tspyl1,0,1,0,0,1,0,0,0
Fam65a,0,0,0,0,1,0,0,0
Shroom1,0,0,0,0,1,0,1,0
Fam69a,0,0,0,0,1,0,0,0
Far1,0,1,0,0,1,0,1,0
Myom3,0,0,0,0,0,0,0,0
Tbkbp1,0,0,0,0,0,0,1,0
Nudt17,0,0,0,0,0,0,1,0
Tufm,0,1,0,0,0,0,1,0
Tomt,0,0,0,0,0,0,0,0
Txnip,0,1,0,0,1,0,0,0
Fat4,0,0,0,0,1,0,0,0
Hydin,0,0,0,0,0,1,0,0
Trp53i11,0,0,0,0,1,0,1,0
Fbln2,0,0,0,0,1,0,0,0
Cd109,0,0,0,0,0,0,1,0
Memo1,0,0,0,0,0,0,1,0
Fbxo11,0,0,0,0,1,0,0,0
Ube2m,0,1,0,0,1,0,1,0
Fbxo18,0,0,0,0,1,0,0,0
Gm9790,0,0,0,0,0,0,1,0
Ubr7,0,1,0,0,0,0,0,0
Fbxo25,0,0,0,0,1,0,0,0
Peg12,0,0,0,0,0,0,0,0
Uck1,0,1,0,0,1,0,1,0
Fbxo28,0,0,0,0,1,0,0,0
Bckdhb,0,0,0,0,0,0,1,0
Ninj1,0,0,0,0,1,0,1,0
Fbxo32,0,0,0,0,1,0,0,0
Fbxo44,0,0,0,0,1,0,1,0
Stap2,0,0,0,0,1,0,1,0
Uqcc1,0,1,0,0,1,0,1,0
Fbxw5,0,0,0,0,1,0,1,0
Tgfa,0,0,0,0,1,0,1,0
Fcor,0,0,0,0,1,0,0,0
Pde7b,0,0,0,0,1,0,1,0
Fam19a1,0,0,0,0,0,0,0,0
Fgf14,0,0,0,0,1,0,1,0
Uqcr11,0,1,0,0,1,0,1,0
Filip1,0,0,0,0,1,0,0,0
Cd320,0,0,0,0,0,0,0,0
Fitm2,0,0,0,0,1,0,0,0
Fkbp3,0,0,0,0,1,0,1,0
Pop5,0,0,0,0,0,1,1,0
Fkbp7,0,0,0,0,1,0,0,0
Fktn,0,0,0,0,1,0,1,0
Cfap221,0,0,0,0,0,0,0,0
Vegfa,0,1,0,0,1,0,0,0
Fli1,0,0,0,0,1,0,1,0
Mlip,0,0,0,0,1,0,0,0
Dusp1,0,0,0,0,0,0,1,0
Flii,0,0,0,0,1,0,0,0
Pwwp2b,0,0,0,0,0,1,1,0
Ntn4,0,0,0,0,0,0,1,0
Flot2,0,0,0,0,1,0,0,0
Tsku,0,0,0,0,1,0,1,0
Wars,0,1,0,0,1,0,0,0
Flt1,0,0,0,0,1,0,1,0
Gpr160,0,0,0,0,1,0,1,0
Yif1b,0,1,0,0,1,0,1,0
Fmnl3,0,0,0,0,1,0,1,0
Poc1a,0,0,0,0,0,0,1,0
Ykt6,0,1,0,0,0,0,0,0
Fnbp1,0,0,0,0,1,0,0,0
Ywhag,0,1,0,0,1,0,0,0
Fndc1,0,0,0,0,1,1,0,0
Fdx1,0,0,0,0,0,0,0,0
Zfp106,0,1,0,0,1,0,1,0
Fnta,0,0,0,0,1,0,0,0
Pcdh17,0,0,0,0,0,0,1,0
Fopnl,0,0,0,0,1,0,0,0
Zwint,0,1,0,0,0,0,0,0
Fos,0,0,0,0,1,0,0,0
Lias,0,0,0,0,1,0,0,0
Fosb,0,0,0,0,1,0,0,0
Sfxn1,0,0,0,0,0,0,0,0
Foxn2,0,0,0,0,1,0,0,0
Tmem41a,0,0,0,0,0,0,1,0
0610010B08Rik,0,1,0,0,0,0,0,0
Ror2,0,0,0,0,0,0,1,0
1190002N15Rik,0,1,0,0,0,0,0,0
Fry,0,0,0,0,1,0,1,0
Xpnpep2,0,0,0,0,0,0,1,0
1810026B05Rik,0,1,0,0,0,0,0,0
Fsd2,0,0,0,0,1,0,1,0
Emc6,0,0,0,0,0,1,0,0
Gm7293,0,0,0,0,0,1,0,0
Dhcr24,0,0,0,0,1,0,1,0
2210404O09Rik,0,1,0,0,0,0,0,0
Fundc1,0,0,0,0,1,0,0,0
2310035C23Rik,0,1,0,0,0,0,0,0
Fundc2,0,0,0,0,1,0,0,0
Rom1,0,0,0,0,0,0,1,0
2610005L07Rik,0,1,0,0,0,0,0,0
Fut8,0,0,0,0,1,0,1,0
2810474O19Rik,0,1,0,0,0,0,0,0
Fv1,0,0,0,0,1,0,0,0
Tmem135,0,0,0,0,1,0,1,0
Gcnt2,0,0,0,0,0,0,1,0
G6pc3,0,0,0,0,1,0,0,0
4932438A13Rik,0,1,0,0,0,0,0,0
Gab2,0,0,0,0,1,0,0,0
Pex7,0,0,0,0,0,0,1,0
AI854703,0,0,0,0,0,0,1,0
A230046K03Rik,0,1,0,0,0,0,0,0
Gabbr1,0,0,0,0,1,0,0,0
mt-Atp8,0,0,0,0,0,0,1,0
E130012A19Rik,0,0,0,0,0,0,1,0
Gadd45b,0,0,0,0,1,0,1,0
Gm14439,0,0,0,0,0,0,1,0
Abca8a,0,1,0,0,0,0,1,0
Galc,0,0,0,0,1,0,1,0
Hsd17b4,0,0,0,0,0,0,1,0
Abi1,0,1,0,0,0,0,0,0
Galnt15,0,0,0,0,1,0,1,0
Galnt18,0,0,0,0,1,0,1,0
Ndufa13,0,0,0,0,1,0,1,0
Mrps35,0,0,0,0,1,0,1,0
Acap1,0,1,0,0,0,0,0,0
Ganc,0,0,0,0,1,0,0,0
Mrps28,0,0,0,0,0,0,0,0
Lrrc8c,0,0,0,0,1,0,1,0
Acap2,0,1,0,0,0,0,1,0
4930415O20Rik,0,0,0,0,0,0,1,0
Actn1,0,1,0,0,0,0,1,0
Gm13423,0,0,0,0,0,0,0,0
L3hypdh,0,0,0,0,0,0,1,0
Rab44,0,0,0,0,0,0,1,0
Adamtsl5,0,0,0,0,0,0,1,0
Cat,0,0,0,0,0,0,0,0
Gm14017,0,0,0,0,0,0,1,0
Cerk,0,0,0,0,0,0,1,0
Aff3,0,1,0,0,0,0,0,0
Sh3bgr,0,0,0,0,0,0,1,0
Aftph,0,1,0,0,0,0,0,0
Gars,0,0,0,0,1,0,1,0
B930094E09Rik,0,0,0,0,0,0,0,0
Agfg1,0,1,0,0,0,0,0,0
Gatad2b,0,0,0,0,1,0,0,0
Hopx,0,0,0,0,1,0,1,0
Ahr,0,1,0,0,1,0,1,0
Gatc,0,0,0,0,1,0,0,0
Plpp7,0,0,0,0,0,0,1,0
Gbas,0,0,0,0,1,0,1,0
Mgmt,0,0,0,0,0,0,0,0
BC025920,0,0,0,0,0,0,1,0
Dnmt3l,0,0,0,0,0,0,0,0
AI503316,0,1,0,0,0,0,0,0
Gbp2,0,0,0,0,1,0,1,0
Msrb1,0,0,0,0,1,0,0,0
AI504432,0,1,0,0,0,0,0,0
Gbp4,0,0,0,0,1,0,0,0
Gm43841,0,0,0,0,0,0,0,0
Gm17971,0,0,0,0,0,0,1,0
Gbp9,0,1,0,0,1,0,0,0
Rnf11,0,0,0,0,0,0,0,0
AI607873,0,1,0,0,0,0,0,0
Gfod1,0,0,0,0,1,0,0,0
Psph,0,0,0,0,1,0,1,0
Ptcd2,0,0,0,0,1,0,1,0
Gfpt2,0,0,0,0,1,0,0,0
Gga2,0,0,0,0,1,0,0,0
Cox16,0,0,0,0,0,0,0,0
Aldh18a1,0,1,0,0,0,0,1,0
Amy1,0,1,0,0,0,0,1,0
Gid4,0,0,0,0,1,0,1,0
Klb,0,0,0,0,0,1,1,0
Ankrd10,0,1,0,0,0,0,0,0
Ginm1,0,0,0,0,1,0,1,0
Git1,0,0,0,0,1,0,0,0
Ankrd44,0,1,0,0,0,0,0,0
Gk5,0,0,0,0,1,0,0,0
Ap1ar,0,1,0,0,0,0,1,0
Gldn,0,0,0,0,1,0,0,0
Gls,0,0,0,0,1,0,0,0
Mrpl27,0,0,0,0,0,0,0,0
Gltp,0,1,0,0,1,0,1,0
Deb1,0,0,0,0,0,0,0,0
mt-Atp6,0,0,0,0,0,0,0,0
Fscn1,0,0,0,0,0,0,1,0
Apol7c,0,1,0,0,0,0,0,0
Ascl1,0,0,0,0,0,0,0,0
Pcolce,0,0,0,0,1,0,1,0
Appl1,0,1,0,0,0,0,1,0
Gm10110,0,0,0,0,1,0,0,0
Tlr11,0,0,0,0,0,0,1,0
Ar,0,1,0,0,0,0,1,0
Gm10115,0,0,0,0,1,0,0,0
Tmem110,0,0,0,0,1,0,1,0
Arhgap12,0,1,0,0,0,0,0,0
Gm10291,0,0,0,0,1,0,0,0
Atp5g3,0,0,0,0,0,1,0,0
Arhgap15,0,1,0,0,0,0,1,0
Gm12184,0,0,0,0,0,0,1,0
Arhgap25,0,1,0,0,0,0,0,0
Gm10313,0,0,0,0,1,0,0,0
Ndufa2,0,0,0,0,0,0,0,0
Arid1a,0,1,0,0,0,0,0,0
Gm10340,0,0,0,0,1,0,0,0
Ranbp3l,0,0,0,0,0,0,1,0
Ephx1,0,0,0,0,1,0,1,0
Arid4b,0,1,0,0,0,0,1,0
Gm10358,0,0,0,0,1,0,0,0
Gsn,0,0,0,0,1,1,1,0
Gm10392,0,0,0,0,0,0,1,0
Arl4c,0,1,0,0,0,0,0,0
Kcp,0,0,0,0,0,0,1,0
Armcx2,0,1,0,0,0,0,0,0
Gm10406,0,0,0,0,1,1,0,0
Arsi,0,0,0,0,0,1,0,0
Armcx3,0,1,0,0,0,0,1,0
Cfb,0,0,0,0,1,1,1,0
Slc18a2,0,0,0,0,0,0,1,0
Arrb2,0,1,0,0,0,0,0,0
Gm10409,0,1,0,0,1,0,0,0
Klf12,0,0,0,0,1,0,0,0
Sh3kbp1,0,0,0,0,1,0,1,0
Asap1,0,1,0,0,0,0,0,0
Sox12,0,0,0,0,0,0,1,0
Asb13,0,1,0,0,0,0,0,0
Lmcd1,0,0,0,0,1,0,1,0
Gm10481,0,0,0,0,1,0,0,0
Rps6kl1,0,0,0,0,0,1,1,0
Ash1l,0,1,0,0,0,0,0,0
Cd300c,0,0,0,0,0,0,0,0
Asph,0,1,0,0,0,0,1,0
Polq,0,0,0,0,0,0,0,0
Sapcd2,0,0,0,0,0,0,0,0
Mcts2,0,0,0,0,0,0,1,0
Asxl2,0,1,0,0,0,0,0,0
Efcab9,0,0,0,0,0,0,0,0
Wdr73,0,0,0,0,0,0,1,0
Atad2b,0,1,0,0,0,0,0,0
Gstt1,0,0,0,0,1,1,1,0
Atf4,0,1,0,0,0,0,0,0
Nrg1,0,0,0,0,0,0,0,0
Nos2,0,0,0,0,0,0,1,0
Atp11a,0,1,0,0,0,0,1,0
Podn,0,0,0,0,0,1,1,0
Atp2b1,0,1,0,0,0,0,1,0
Cys1,0,0,0,0,0,1,0,0
Atp2c1,0,1,0,0,0,0,0,0
Npr1,0,0,0,0,0,0,1,0
Atp7a,0,1,0,0,0,0,1,0
Gm10851,0,0,0,0,1,0,0,0
Osbpl6,0,0,0,0,1,0,1,0
Atpif1,0,1,0,0,0,0,1,0
Gm10855,0,0,0,0,1,0,0,0
Snrnp25,0,0,0,0,0,0,1,0
Atrx,0,1,0,0,0,0,0,0
Gm10865,0,0,0,0,1,0,0,0
Cacng7,0,0,0,0,0,1,1,0
AU015263,0,1,0,0,0,0,0,0
Gm12002,0,0,0,0,1,0,0,0
Qpct,0,0,0,0,1,0,0,0
AU015536,0,1,0,0,0,0,0,0
Gm12264,0,0,0,0,1,0,0,0
Avl9,0,1,0,0,0,0,0,0
Cdc42ep1,0,0,0,0,0,1,1,0
Gm12715,0,0,0,0,1,0,0,0
Tpbg,0,0,0,0,0,0,0,0
B3gnt5,0,1,0,0,0,0,0,0
Gm13034,0,0,0,0,1,0,0,0
Adra1b,0,0,0,0,1,1,0,0
Tmem74b,0,0,0,0,0,0,1,0
B630005N14Rik,0,1,0,0,0,0,0,0
Gm13145,0,0,0,0,1,0,0,0
Prr16,0,0,0,0,1,0,1,0
Gm12286,0,0,0,0,0,0,1,0
Bach1,0,1,0,0,0,0,1,0
Adcy2,0,0,0,0,0,0,0,0
Igf2,0,0,0,0,0,0,1,0
Bach2,0,1,0,0,0,0,1,0
Gm13157,0,0,0,0,1,0,0,0
Atoh8,0,0,0,0,0,0,0,0
Psmc4,0,0,0,0,0,0,1,0
Baz1a,0,1,0,0,0,0,0,0
Itga3,0,0,0,0,0,0,1,0
Bcas2,0,1,0,0,0,0,0,0
Ighv1-59,0,0,0,0,0,0,0,0
Bcl11b,0,1,0,0,0,0,0,0
Zbtb9,0,0,0,0,0,0,0,0
Osr2,0,0,0,0,0,0,1,0
Bcl2,0,1,0,0,0,1,1,0
Gch1,0,0,0,0,1,0,1,0
Bcl2a1b,0,1,0,0,0,0,0,0
Gm13363,0,0,0,0,1,0,0,0
Cdh3,0,0,0,0,0,0,1,0
Clip3,0,0,0,0,0,0,1,0
Bcl2a1d,0,1,0,0,0,0,0,0
Ildr2,0,0,0,0,1,0,1,0
Bclaf1,0,1,0,0,0,0,0,0
Slc7a10,0,0,0,0,1,0,1,0
Gm14209,0,0,0,0,1,0,0,0
Pcdhgb1,0,0,0,0,0,0,0,0
Gm14322,0,0,0,0,1,0,0,0
Slc6a13,0,0,0,0,1,0,1,0
Fbxl16,0,0,0,0,0,0,1,0
Gm14418,0,0,0,0,1,0,0,0
Fndc9,0,0,0,0,0,0,0,0
Birc2,0,1,0,0,0,0,1,0
Gm15050,0,0,0,0,1,0,0,0
Axl,0,0,0,0,0,0,0,0
Phb2,0,0,0,0,0,0,1,0
Blnk,0,1,0,0,0,0,0,0
Gm15441,0,0,0,0,1,0,0,0
Gbgt1,0,0,0,0,0,0,0,0
Gm15471,0,0,0,0,1,0,0,0
Gm2163,0,0,0,0,0,0,0,0
Cyth1,0,0,0,0,0,0,1,0
Brwd1,0,1,0,0,0,0,0,0
Gm15551,0,0,0,0,1,0,0,0
Gm14085,0,1,0,0,0,0,0,0
Gcnt4,0,0,0,0,1,0,0,0
Btaf1,0,1,0,0,0,0,0,0
Gm16168,0,0,0,0,1,0,0,0
Fam46b,0,0,0,0,0,0,0,0
Btla,0,1,0,0,0,0,0,0
Gm16323,0,0,0,0,1,0,0,0
Slc22a18,0,0,0,0,1,1,1,0
Mfap5,0,0,0,0,1,1,0,0
Uxt,0,0,0,0,0,0,1,0
Gm17034,0,0,0,0,1,0,0,0
Mtor,0,0,0,0,1,0,1,0
C1rb,0,1,0,0,1,0,0,0
Gm17224,0,0,0,0,1,0,0,0
C2,0,1,0,0,1,1,1,0
Gm17757,0,0,0,0,1,0,0,0
Celsr2,0,0,0,0,0,1,1,0
Hyal1,0,0,0,0,0,0,1,0
Sp6,0,0,0,0,0,0,0,0
Cdsn,0,0,0,0,0,1,1,0
Oxa1l,0,0,0,0,1,0,1,0
Gm18853,0,0,0,0,1,0,0,0
Aldh1a3,0,0,0,0,0,0,0,0
C920025E04Rik,0,1,0,0,0,0,0,0
Gm19522,0,0,0,0,1,0,0,0
Lama2,0,0,0,0,1,1,0,0
Calcrl,0,1,0,0,0,0,0,0
Gm19691,0,0,0,0,1,0,0,0
Uchl1,0,0,0,0,0,0,0,0
Camk2d,0,1,0,0,0,0,0,0
Cfh,0,1,0,0,1,0,1,0
Tbc1d8,0,0,0,0,0,0,1,0
Capn7,0,1,0,0,0,0,0,0
Tnxb,0,0,0,0,1,1,0,0
Car3,0,1,0,0,0,0,1,0
Gm20091,0,0,0,0,1,0,0,0
Gm5711,0,0,0,0,0,0,0,0
Card6,0,1,0,0,0,0,0,0
Gm20257,0,0,0,0,1,0,0,0
Thbs3,0,0,0,0,0,1,0,0
Timm17a,0,0,0,0,1,0,1,0
Casp1,0,1,0,0,0,0,0,0
Gm20536,0,0,0,0,1,0,0,0
Casp12,0,1,0,0,0,0,1,0
Gm2058,0,0,0,0,1,0,0,0
Igkv14-111,0,0,0,0,0,0,0,0
Ttk,0,0,0,0,0,0,1,0
Casp8ap2,0,1,0,0,0,0,0,0
Tmem35,0,0,0,0,0,0,0,0
Kcnc2,0,0,0,0,0,0,1,0
Cast,0,1,0,0,0,0,1,0
Gm21464,0,0,0,0,1,0,0,0
Galnt9,0,0,0,0,0,1,0,0
Sema3d,0,0,0,0,0,0,0,0
1700024P16Rik,0,0,0,0,1,1,0,0
Gm13301,0,0,0,0,0,0,1,0
Cadm3,0,0,0,0,0,0,0,0
Ston2,0,0,0,0,0,1,0,0
Hccs,0,0,0,0,1,0,1,0
Ccpg1,0,1,0,0,0,0,0,0
Il21,0,0,0,0,0,0,0,0
Igkv14-126,0,0,0,0,0,0,0,0
Rps2-ps11,0,0,0,0,0,0,1,0
Cd19,0,1,0,0,0,0,0,0
Serpina1a,0,0,0,0,1,0,1,0
Ahnak2,0,0,0,0,0,0,1,0
Dnajc11,0,0,0,0,0,0,1,0
Gm22042,0,0,0,0,1,0,0,0
Ndrg4,0,0,0,0,0,0,0,0
Tmem126a,0,0,0,0,0,0,1,0
Gm22188,0,0,0,0,1,0,0,0
Lvrn,0,0,0,0,0,0,0,0
Tekt2,0,0,0,0,0,0,1,0
Gm22362,0,0,0,0,1,0,0,0
Wnt10b,0,0,0,0,0,0,0,0
Flt4,0,0,0,0,0,0,1,0
Cd27,0,1,0,0,0,0,0,0
Gm22614,0,0,0,0,1,0,0,0
Spaca9,0,0,0,0,0,0,0,0
Tymp,0,0,0,0,1,0,1,0
Cd28,0,1,0,0,0,0,0,0
Slc6a2,0,0,0,0,0,0,1,0
Ackr4,0,0,0,0,0,0,1,0
Gm22801,0,0,0,0,1,0,0,0
Lyz1,0,0,0,0,0,1,0,0
Gm23181,0,0,0,0,1,0,0,0
Gm23374,0,0,0,0,1,0,0,0
Klhl4,0,0,0,0,0,0,1,0
Cd40,0,1,0,0,0,0,0,0
Chl1,0,0,0,0,0,0,1,0
Cd44,0,1,0,0,0,0,0,0
Gm23375,0,0,0,0,1,0,0,0
Aff2,0,0,0,0,0,0,0,0
Gm23456,0,0,0,0,1,0,0,0
Gm15519,0,0,0,0,0,0,1,0
Gm23569,0,0,0,0,1,0,0,0
Serpina3n,0,0,0,0,1,1,1,0
Zfp691,0,0,0,0,1,0,1,0
Cd53,0,1,0,0,0,0,0,0
Gm23792,0,0,0,0,1,0,0,0
Tmem43,0,0,0,0,1,1,1,0
Gipc1,0,0,0,0,0,0,1,0
Cd55,0,1,0,0,0,0,1,0
Gm23800,0,0,0,0,1,0,0,0
Gm23812,0,0,0,0,1,0,0,0
Nptxr,0,0,0,0,0,0,1,0
Mical2,0,0,0,0,0,0,1,0
Scara5,0,0,0,0,1,0,0,0
Cpne5,0,0,0,0,0,0,1,0
Cd69,0,1,0,0,0,0,0,0
Gm2399,0,0,0,0,1,0,1,0
Gng4,0,0,0,0,0,0,0,0
Cd72,0,1,0,0,0,0,0,0
Gm24041,0,0,0,0,1,0,0,0
Trmt2b,0,0,0,0,0,0,1,0
Gm24157,0,0,0,0,1,0,0,0
Gcom1,0,0,0,0,0,0,0,0
Eef1akmt1,0,0,0,0,0,0,1,0
Cd79b,0,1,0,0,0,0,0,0
Gm2423,0,0,0,0,1,0,0,0
Gpr1,0,0,0,0,0,0,0,0
Gsta4,0,0,0,0,1,0,1,0
Cd83,0,1,0,0,0,0,1,0
Gm24313,0,0,0,0,1,0,0,0
Gm10735,0,0,0,0,0,0,0,0
Cd84,0,1,0,0,0,0,0,0
Gm2436,0,0,0,0,1,0,0,0
Trbv13-2,0,0,0,0,0,0,0,0
Ndufb11,0,0,0,0,0,0,1,0
Gm24449,0,0,0,0,1,0,0,0
Lgi2,0,0,0,0,0,1,0,0
Qrsl1,0,0,0,0,1,0,1,0
Gm2446,0,0,0,0,1,0,0,0
Scn11a,0,0,0,0,0,0,0,0
Cxcl14,0,0,0,0,0,0,1,0
Gm24564,0,0,0,0,1,0,0,0
Igsf1,0,0,0,0,0,0,0,0
Cdc42ep3,0,1,0,0,0,0,1,0
Gm2506,0,0,0,0,1,0,0,0
Fam131b,0,0,0,0,0,0,0,0
Cdca4,0,1,0,0,0,0,0,0
Bmp3,0,0,0,0,0,1,1,0
Atat1,0,0,0,0,0,0,1,0
Cdt1,0,1,0,0,0,0,1,0
Col14a1,0,0,0,0,1,0,0,0
Cebpd,0,1,0,0,0,0,1,0
Gm25107,0,0,0,0,1,0,0,0
Gpr15,0,0,0,0,0,0,0,0
Gm25241,0,0,0,0,1,0,0,0
Ntrk2,0,0,0,0,1,1,1,0
Cers6,0,1,0,0,1,0,1,0
Gm25274,0,0,0,0,1,0,0,0
Trbv12-1,0,0,0,0,0,0,0,0
Gm25519,0,0,0,0,1,0,0,0
Morn4,0,0,0,0,0,1,0,0
Lyrm7,0,0,0,0,1,0,1,0
Gm25559,0,0,0,0,1,0,0,0
Tnfrsf11b,0,0,0,0,0,0,0,0
Chd2,0,1,0,0,0,0,0,0
Igkv4-53,0,0,0,0,0,0,0,0
Mrpl47,0,0,0,0,1,0,1,0
Chml,0,1,0,0,0,0,1,0
Gm25617,0,0,0,0,1,0,0,0
Endou,0,0,0,0,0,1,1,0
Tmem266,0,0,0,0,0,0,1,0
Sbsn,0,0,0,0,0,0,1,0
Chtop,0,1,0,0,0,0,1,0
Gm2574,0,0,0,0,1,0,0,0
Abca6,0,0,0,0,1,0,0,0
Cish,0,1,0,0,0,0,0,0
Cited2,0,1,0,0,0,0,1,0
Gm25890,0,0,0,0,1,0,0,0
Gm6397,0,0,0,0,0,0,0,0
Ccnd1,0,0,0,0,0,0,1,0
Clcc1,0,1,0,0,0,0,0,0
Tcrg-V4,0,0,0,0,0,0,0,0
Orm1,0,0,0,0,1,0,1,0
Gm25926,0,0,0,0,1,0,0,0
B3gnt2,0,0,0,0,0,0,0,0
Esrra,0,0,0,0,0,0,1,0
Gm26110,0,0,0,0,1,0,0,0
Hgd,0,0,0,0,1,0,0,0
Nfyc,0,0,0,0,1,0,1,0
Clec7a,0,1,0,0,1,0,0,0
Gm26236,0,0,0,0,1,0,0,0
Ces2e,0,0,0,0,1,0,0,0
Clk1,0,1,0,0,0,0,0,0
Gm26671,0,0,0,0,1,0,0,0
Mfsd7c,0,0,0,0,0,0,1,0
Clu,0,1,0,0,1,0,1,0
Gm26830,0,0,0,0,1,0,0,0
Gm42674,0,0,0,0,0,0,0,0
Gm26881,0,0,0,0,1,0,0,0
Slit3,0,0,0,0,1,1,1,0
Acot8,0,0,0,0,0,0,1,0
Gm27177,0,0,0,0,1,0,0,0
Gm7609,0,0,0,0,0,0,0,0
Hist1h3i,0,0,0,0,0,0,1,0
Cmc4,0,1,0,0,0,0,0,0
Gzmb,0,0,0,0,0,0,0,0
Cnn3,0,1,0,0,1,0,1,0
Gm2956,0,1,0,0,1,0,0,0
Ptgfr,0,0,0,0,0,1,1,0
Cnot2,0,1,0,0,0,0,0,0
Gm3020,0,0,0,0,1,0,0,0
Svep1,0,0,0,0,1,0,1,0
Cnp,0,1,0,0,0,0,1,0
Hcn4,0,0,0,0,0,0,0,0
Rwdd3,0,0,0,0,0,0,1,0
Cnpy4,0,1,0,0,0,0,1,0
Gm31464,0,0,0,0,1,0,0,0
Ssfa2,0,0,0,0,1,0,1,0
Col15a1,0,1,0,0,0,0,1,0
Gm31467,0,0,0,0,1,0,0,0
Emilin2,0,0,0,0,0,0,0,0
Gm3194,0,0,0,0,1,0,0,0
I830077J02Rik,0,0,0,0,0,0,1,0
Gm3200,0,0,0,0,1,0,0,0
Pltp,0,0,0,0,1,0,1,0
Gm3222,0,0,0,0,1,0,0,0
Comp,0,0,0,0,0,1,1,0
Gm5776,0,0,0,0,0,0,1,0
Gm3264,0,0,0,0,1,0,0,0
Plat,0,0,0,0,0,1,0,0
Mrpl3,0,0,0,0,1,0,1,0
Gm3272,0,0,0,0,1,0,0,0
Inhbb,0,0,0,0,0,1,1,0
Cr2,0,1,0,0,0,0,0,0
Gm32819,0,0,0,0,1,0,0,0
1110008F13Rik,0,0,0,0,0,0,1,0
Creb1,0,1,0,0,0,0,0,0
Gm3317,0,0,0,0,1,0,0,0
Dtna,0,0,0,0,0,0,1,0
Gm3373,0,0,0,0,1,0,0,0
