Anon_GS,GSE_A,GSE_B,GSE_C,GSE_D,GSE_E,GSE_F,GSE_G,GSE_H,,,,,,
553a,0,0,0,0,1,1,1,0,,,,,,
554a,0,0,0,0,0,0,1,0,,,,,,
555a,0,0,0,0,0,1,1,1,,,,,,
556a,1,1,0,0,0,1,1,0,,,,,,
557a,0,1,1,0,0,0,0,0,,,,,,
558a,0,0,0,0,1,0,0,0,,,,,,
559a,1,1,1,1,0,1,1,1,,,,,,
560a,1,0,0,0,1,1,1,1,,,,,,
561a,0,0,0,0,1,0,0,0,,,,,,
562a,1,0,0,0,1,0,1,1,,,,,,
563a,0,1,0,0,0,1,1,1,,,,,,
564a,0,1,0,0,1,0,0,0,,,,,,
565a,0,0,1,0,1,0,0,0,,,,,,
566a,1,1,1,1,1,1,1,1,,,,,,
567a,1,1,0,0,1,0,1,0,,,,,,
568a,0,1,0,0,1,0,1,0,,,,,,
569a,0,0,0,0,1,0,0,0,,,,,,
570a,0,0,0,0,0,1,1,0,,,,,,
571a,0,0,0,0,0,0,1,0,,,,,,
572a,1,0,0,1,0,0,0,0,,,,,,
573a,0,0,0,1,0,0,0,0,,,,,,
574a,0,0,0,0,1,0,0,0,,,,,,
575a,0,1,0,0,1,1,1,0,,,,,,
576a,0,0,0,0,0,0,1,0,,,,,,
577a,0,0,0,1,0,0,0,0,,,,,,
578a,0,0,0,0,1,1,1,0,,,,,,
579a,1,1,0,0,0,0,1,0,,,,,,
580a,1,1,0,0,1,1,1,1,,,,,,
581a,1,0,0,0,0,1,0,0,,,,,,
582a,0,1,0,0,0,0,0,0,,,,,,
583a,0,0,0,1,0,0,1,0,,,,,,
584a,0,0,0,0,1,0,0,0,,,,,,
585a,0,0,0,0,0,1,1,0,,,,,,
586a,0,0,0,0,0,0,1,0,,,,,,
587a,1,1,0,0,1,1,1,1,,,,,,
588a,0,1,1,0,0,0,0,0,,,,,,
589a,0,0,1,0,0,0,0,0,,,,,,
590a,0,0,0,0,0,1,0,0,,,,,,
591a,1,1,0,0,1,1,1,1,,,,,,
592a,1,0,0,1,1,1,1,1,,,,,,
593a,1,0,0,0,0,1,0,0,,,,,,
594a,0,0,0,1,0,0,1,0,,,,,,
595a,0,0,0,0,0,1,0,0,,,,,,
596a,0,0,0,0,0,0,1,0,,,,,,
597a,1,1,1,1,1,1,1,1,,,,,,
598a,0,0,0,0,1,0,1,0,,,,,,
599a,1,1,1,0,1,1,1,0,,,,,,
600a,1,1,1,1,1,0,1,1,,,,,,
601a,1,1,1,1,1,1,1,1,,,,,,
602a,1,0,0,0,1,0,0,0,,,,,,
603a,0,0,0,0,1,0,1,0,,,,,,
604a,0,0,0,0,1,1,0,0,,,,,,
605a,0,1,1,1,0,0,1,1,,,,,,
606a,1,0,0,0,0,0,0,0,,,,,,
607a,0,1,0,0,1,1,1,0,,,,,,
608a,0,0,1,1,0,1,1,0,,,,,,
609a,1,1,0,0,1,1,1,1,,,,,,
610a,1,1,1,1,1,1,1,1,,,,,,
611a,0,0,0,0,0,0,1,0,,,,,,
612a,0,0,1,0,0,0,0,0,,,,,,
613a,0,0,0,0,1,0,1,0,,,,,,
614a,0,0,0,0,0,1,1,0,,,,,,
615a,0,0,0,0,0,0,1,0,,,,,,
616a,0,0,0,0,1,0,0,0,,,,,,
617a,0,1,0,0,1,1,1,0,,,,,,
618a,0,0,0,0,0,0,1,0,,,,,,
619a,1,0,0,0,0,0,0,0,,,,,,
620a,0,1,0,0,1,0,0,0,,,,,,
621a,0,0,0,0,1,0,1,0,,,,,,
622a,1,0,0,0,0,0,0,0,,,,,,
623a,0,1,0,0,0,0,0,0,,,,,,
624a,0,0,0,1,0,1,1,0,,,,,,
625a,1,0,0,0,1,0,0,1,,,,,,
626a,1,0,0,0,1,0,0,0,,,,,,
627a,0,0,0,0,1,1,1,0,,,,,,
628a,0,0,0,0,0,0,1,0,,,,,,
629a,0,0,0,0,0,1,1,1,,,,,,
630a,1,0,0,0,0,0,0,0,,,,,,
631a,0,0,0,0,1,1,0,0,,,,,,
632a,0,0,0,0,0,0,1,0,,,,,,
633a,0,1,0,0,1,0,1,1,,,,,,
634a,1,0,0,0,1,0,1,0,,,,,,
635a,0,1,1,0,1,1,1,0,,,,,,
636a,0,0,0,0,1,0,0,0,,,,,,
637a,0,0,1,0,0,1,1,0,,,,,,
638a,0,0,0,0,0,0,1,0,,,,,,
639a,0,0,0,0,0,0,0,1,,,,,,
640a,1,0,0,0,1,0,0,0,,,,,,
641a,0,1,1,0,0,0,1,0,,,,,,
642a,0,0,0,0,0,0,1,0,,,,,,
643a,0,0,0,0,1,1,1,1,,,,,,
644a,0,0,0,1,0,0,0,0,,,,,,
645a,0,0,0,0,1,0,1,0,,,,,,
646a,0,0,0,0,1,0,1,0,,,,,,
647a,0,0,0,0,1,1,0,0,,,,,,
648a,0,0,0,0,0,1,0,0,,,,,,
649a,0,0,0,0,0,0,1,0,,,,,,
650a,0,0,0,0,1,1,0,1,,,,,,
651a,0,0,0,0,1,0,0,0,,,,,,
652a,0,0,0,0,1,1,1,0,,,,,,
653a,0,0,0,0,1,1,1,1,,,,,,
654a,1,0,0,0,0,0,1,0,,,,,,
655a,0,0,0,0,1,0,1,0,,,,,,
656a,0,0,0,0,0,1,0,0,,,,,,
657a,1,1,1,0,0,1,1,1,,,,,,
658a,0,1,1,0,1,1,1,0,,,,,,
659a,0,0,0,0,1,0,1,0,,,,,,
660a,0,0,0,0,1,0,1,1,,,,,,
661a,0,1,0,0,0,0,1,0,,,,,,
662a,0,1,0,1,1,0,0,0,,,,,,
663a,0,0,0,0,1,0,1,0,,,,,,
664a,1,1,1,1,0,1,1,1,,,,,,
665a,0,1,1,0,1,0,1,0,,,,,,
666a,0,0,0,0,1,0,0,0,,,,,,
667a,0,0,0,0,1,0,0,1,,,,,,
668a,1,0,0,0,0,0,1,0,,,,,,
669a,0,0,0,1,1,0,0,0,,,,,,
670a,0,0,0,0,1,0,1,0,,,,,,
671a,0,0,0,0,0,0,1,0,,,,,,
672a,1,1,0,0,1,0,0,0,,,,,,
673a,0,1,0,0,0,0,0,0,,,,,,
674a,0,1,1,0,1,1,1,0,,,,,,
675a,0,0,0,0,1,0,1,0,,,,,,
676a,0,0,0,0,0,1,1,0,,,,,,
677a,0,0,0,0,1,0,1,0,,,,,,
678a,0,1,0,0,0,0,0,0,,,,,,
679a,0,0,0,0,1,0,1,0,,,,,,
680a,0,0,0,0,1,0,0,1,,,,,,
681a,0,1,0,0,0,0,1,0,,,,,,
682a,0,1,1,1,0,0,0,0,,,,,,
683a,0,0,0,1,0,0,0,0,,,,,,
684a,0,0,0,0,1,1,0,0,,,,,,
685a,0,0,0,0,0,0,1,0,,,,,,
686a,1,0,0,0,0,0,1,0,,,,,,
687a,0,1,0,0,1,0,1,0,,,,,,
688a,0,0,1,0,0,0,0,0,,,,,,
689a,0,0,0,0,1,0,0,0,,,,,,
690a,0,0,0,0,1,1,1,0,,,,,,
691a,0,0,0,0,1,0,0,1,,,,,,
692a,0,1,1,0,1,1,1,0,,,,,,
693a,0,1,0,1,0,1,1,0,,,,,,
694a,0,0,0,0,1,0,1,0,,,,,,
695a,0,0,0,0,0,1,0,0,,,,,,
696a,1,1,0,0,1,0,1,0,,,,,,
697a,0,1,0,0,1,1,1,0,,,,,,
698a,0,0,1,1,0,0,0,0,,,,,,
699a,0,1,0,1,0,0,1,0,,,,,,
700a,0,0,0,0,1,0,1,0,,,,,,
701a,0,0,0,0,0,1,0,0,,,,,,
702a,0,0,0,0,1,0,1,0,,,,,,
703a,0,0,0,0,1,0,1,0,,,,,,
704a,1,1,1,1,1,1,1,1,,,,,,
705a,0,0,0,0,0,0,1,0,,,,,,
706a,1,0,0,0,0,0,0,0,,,,,,
707a,0,0,0,0,0,1,1,0,,,,,,
708a,0,0,0,0,0,0,1,0,,,,,,
709a,0,0,0,1,0,0,1,0,,,,,,
710a,0,0,0,0,1,0,0,0,,,,,,
711a,0,0,0,0,0,0,1,0,,,,,,
712a,1,0,0,0,1,0,0,0,,,,,,
713a,0,0,0,1,0,0,0,0,,,,,,
714a,0,0,0,0,1,1,1,0,,,,,,
715a,0,0,0,0,0,0,1,0,,,,,,
716a,0,0,0,0,1,0,0,1,,,,,,
717a,1,0,0,0,0,0,0,0,,,,,,
718a,0,0,0,1,1,0,1,0,,,,,,
719a,0,0,0,0,1,0,0,0,,,,,,
720a,0,0,0,0,1,1,0,0,,,,,,
721a,0,0,0,0,0,0,1,0,,,,,,
722a,0,0,0,0,1,0,0,1,,,,,,
723a,0,1,0,0,1,0,1,0,,,,,,
724a,0,0,0,1,0,1,1,0,,,,,,
725a,1,0,0,0,1,0,0,0,,,,,,
726a,0,0,0,0,1,1,0,0,,,,,,
727a,0,0,0,0,0,0,1,0,,,,,,
728a,1,0,0,0,1,0,1,0,,,,,,
729a,1,0,0,0,1,0,0,0,,,,,,
730a,0,0,0,0,0,1,1,0,,,,,,
731a,0,0,0,0,0,0,1,0,,,,,,
732a,1,0,0,0,0,0,1,0,,,,,,
733a,0,0,0,0,1,0,1,0,,,,,,
734a,1,1,1,0,0,1,1,1,,,,,,
735a,0,0,0,0,0,1,1,0,,,,,,
736a,0,0,0,0,1,0,0,1,,,,,,
737a,0,0,0,1,0,1,0,0,,,,,,
738a,0,0,0,0,1,0,1,0,,,,,,
739a,0,0,0,0,0,1,1,0,,,,,,
740a,0,0,0,0,1,0,0,1,,,,,,
741a,0,0,0,0,1,0,1,1,,,,,,
742a,0,1,1,0,0,1,1,0,,,,,,
743a,0,0,0,0,1,0,0,0,,,,,,
744a,0,0,0,0,1,0,1,0,,,,,,
745a,0,0,0,0,1,0,0,1,,,,,,
746a,0,0,1,0,0,0,0,0,,,,,,
747a,0,0,0,0,0,1,0,0,,,,,,
748a,0,0,0,0,1,0,0,1,,,,,,
749a,0,0,1,0,0,1,1,0,,,,,,
750a,0,0,0,1,0,0,0,0,,,,,,
751a,0,0,0,0,1,0,0,0,,,,,,
752a,0,0,0,0,1,0,0,1,,,,,,
753a,1,1,1,0,1,1,1,0,,,,,,
754a,0,0,0,1,0,0,0,0,,,,,,
755a,0,0,0,0,1,0,1,0,,,,,,
756a,0,0,0,0,0,1,1,0,,,,,,
757a,0,0,0,1,1,0,1,0,,,,,,
758a,0,0,0,0,1,0,0,1,,,,,,
759a,0,1,1,0,1,0,1,0,,,,,,
760a,0,0,0,1,0,0,0,0,,,,,,
761a,0,0,0,0,1,0,0,1,,,,,,
762a,0,1,0,0,1,0,1,0,,,,,,
763a,0,0,0,1,1,0,0,0,,,,,,
764a,0,0,0,0,1,1,0,0,,,,,,
765a,0,0,0,0,0,0,1,0,,,,,,
766a,0,0,0,0,1,0,0,1,,,,,,
767a,0,0,1,0,0,0,0,0,,,,,,
768a,0,0,0,0,1,0,0,0,,,,,,
769a,0,1,1,0,1,1,1,0,,,,,,
770a,0,0,1,0,1,0,0,0,,,,,,
771a,0,0,0,0,1,0,0,0,,,,,,
772a,0,1,0,0,0,1,1,0,,,,,,
773a,1,1,1,0,1,0,1,0,,,,,,
774a,0,0,0,0,0,1,0,0,,,,,,
775a,0,0,0,0,1,0,0,1,,,,,,
776a,1,0,0,0,0,0,1,0,,,,,,
777a,0,0,0,0,1,0,1,0,,,,,,
778a,0,0,0,0,0,0,1,0,,,,,,
779a,1,0,0,0,1,1,1,1,,,,,,
780a,1,0,0,0,0,0,1,0,,,,,,
781a,0,1,0,0,0,0,0,0,,,,,,
782a,0,0,1,0,0,1,1,0,,,,,,
783a,0,0,0,0,1,0,1,0,,,,,,
784a,0,1,0,1,1,1,1,1,,,,,,
785a,1,1,0,0,1,1,1,0,,,,,,
786a,0,0,1,0,1,0,1,0,,,,,,
787a,0,1,1,0,0,1,1,1,,,,,,
788a,1,0,0,0,1,1,1,0,,,,,,
789a,0,1,1,1,1,0,1,0,,,,,,
790a,0,0,0,0,1,0,0,0,,,,,,
791a,0,0,0,0,0,1,0,0,,,,,,
792a,1,1,1,1,0,0,1,1,,,,,,
793a,0,1,1,0,1,0,1,0,,,,,,
794a,0,0,0,1,0,0,1,0,,,,,,
795a,1,1,0,0,1,1,1,1,,,,,,
796a,1,0,0,0,0,0,0,0,,,,,,
797a,0,1,0,0,0,0,1,0,,,,,,
798a,0,0,1,0,0,0,1,0,,,,,,
799a,0,0,0,0,1,0,0,0,,,,,,
800a,0,0,0,0,0,1,0,0,,,,,,
801a,0,0,1,0,1,0,1,1,,,,,,
802a,1,0,0,0,1,0,0,0,,,,,,
803a,0,0,1,0,0,0,0,0,,,,,,
804a,0,0,0,1,0,1,1,0,,,,,,
805a,1,1,0,0,1,1,1,1,,,,,,
806a,0,0,0,0,0,0,1,0,,,,,,
807a,0,0,0,0,0,0,0,1,,,,,,
808a,0,1,0,0,0,0,1,0,,,,,,
809a,0,1,0,1,0,1,1,0,,,,,,
810a,0,0,0,0,1,0,1,0,,,,,,
811a,0,0,0,0,0,1,0,0,,,,,,
812a,0,0,0,0,0,0,1,0,,,,,,
813a,0,1,1,1,1,1,1,1,,,,,,
814a,0,1,0,0,0,0,0,0,,,,,,
815a,0,0,0,0,1,0,0,0,,,,,,
816a,0,0,0,0,0,0,0,1,,,,,,
817a,0,1,1,0,0,1,1,0,,,,,,
818a,0,0,0,1,0,0,1,0,,,,,,
819a,0,1,1,0,1,1,1,1,,,,,,
820a,0,0,0,0,1,0,1,0,,,,,,
821a,1,1,0,0,1,0,1,0,,,,,,
822a,0,0,0,0,1,0,0,0,,,,,,
823a,0,0,0,0,0,0,1,0,,,,,,
824a,1,1,0,1,1,1,1,1,,,,,,
825a,1,0,0,0,0,1,1,0,,,,,,
826a,0,1,1,0,1,0,1,0,,,,,,
827a,0,0,0,1,1,0,1,0,,,,,,
828a,0,0,0,0,1,1,1,0,,,,,,
829a,0,0,0,0,0,1,1,0,,,,,,
830a,0,0,0,0,0,1,1,0,,,,,,
831a,0,0,0,0,1,0,1,0,,,,,,
832a,0,0,0,0,0,1,0,0,,,,,,
833a,0,0,0,0,0,0,1,0,,,,,,
834a,1,1,1,1,0,0,1,1,,,,,,
835a,0,1,1,1,1,1,1,0,,,,,,
836a,1,1,1,0,1,1,1,1,,,,,,
837a,0,0,0,0,1,0,1,0,,,,,,
838a,0,1,1,1,1,1,1,1,,,,,,
839a,1,1,1,0,1,1,1,0,,,,,,
840a,0,0,0,1,1,0,1,0,,,,,,
841a,0,0,0,0,1,0,0,0,,,,,,
842a,0,0,0,0,0,0,1,0,,,,,,
843a,1,0,0,0,0,0,0,0,,,,,,
844a,0,0,0,1,0,0,1,0,,,,,,
845a,0,0,0,0,1,0,0,0,,,,,,
846a,0,0,0,0,0,1,0,0,,,,,,
847a,1,0,0,0,1,1,1,1,,,,,,
848a,1,0,0,0,1,0,0,0,,,,,,
849a,0,1,0,0,0,0,0,0,,,,,,
850a,0,0,0,1,0,0,0,0,,,,,,
851a,0,0,0,0,1,1,1,0,,,,,,
852a,0,0,0,0,1,1,1,0,,,,,,
853a,1,0,0,0,1,0,1,0,,,,,,
854a,0,1,0,0,1,0,0,0,,,,,,
855a,0,0,1,0,1,1,1,0,,,,,,
856a,0,0,0,1,0,0,0,0,,,,,,
857a,0,0,0,0,1,0,1,0,,,,,,
858a,0,0,0,0,0,1,0,0,,,,,,
859a,0,0,0,0,1,0,1,0,,,,,,
860a,1,1,1,0,1,1,1,1,,,,,,
861a,1,0,0,0,0,1,0,0,,,,,,
862a,0,1,1,0,1,1,1,0,,,,,,
863a,0,0,0,0,1,0,1,0,,,,,,
864a,0,1,0,0,1,1,1,0,,,,,,
865a,1,1,0,0,1,1,1,0,,,,,,
866a,0,1,1,0,1,1,1,0,,,,,,
867a,0,0,0,0,1,0,1,0,,,,,,
868a,0,1,0,0,1,1,1,1,,,,,,
869a,1,1,0,0,1,1,1,0,,,,,,
870a,0,1,0,0,1,0,0,0,,,,,,
871a,0,1,1,0,1,1,1,0,,,,,,
872a,0,0,0,1,0,0,0,0,,,,,,
873a,0,0,0,0,1,0,1,0,,,,,,
874a,0,0,0,0,0,1,0,0,,,,,,
875a,1,1,1,0,1,1,1,1,,,,,,
876a,0,0,0,0,1,0,0,0,,,,,,
877a,1,1,1,0,1,1,1,1,,,,,,
878a,0,1,1,0,1,1,1,0,,,,,,
879a,0,0,0,1,0,0,0,0,,,,,,
880a,0,0,0,0,1,0,0,0,,,,,,
881a,0,0,0,0,0,1,1,0,,,,,,
882a,1,1,0,0,1,1,1,0,,,,,,
883a,0,0,0,0,1,0,0,0,,,,,,
884a,0,0,0,0,0,0,1,0,,,,,,
885a,1,1,1,1,1,1,1,1,,,,,,
886a,0,0,1,0,1,0,1,0,,,,,,
887a,0,0,0,1,0,0,0,0,,,,,,
888a,0,0,0,0,0,0,1,0,,,,,,
889a,0,1,0,0,1,1,1,1,,,,,,
890a,1,0,0,1,1,0,0,0,,,,,,
891a,0,1,1,1,0,1,1,0,,,,,,
892a,0,0,0,0,1,0,1,0,,,,,,
893a,0,1,0,0,1,1,1,1,,,,,,
894a,1,0,0,0,1,0,0,0,,,,,,
895a,0,0,0,1,0,0,0,0,,,,,,
896a,0,0,1,0,1,0,1,0,,,,,,
897a,0,0,0,0,0,1,1,0,,,,,,
898a,0,0,0,0,0,0,1,0,,,,,,
899a,1,0,0,0,0,0,0,0,,,,,,
900a,1,1,1,0,1,1,1,0,,,,,,
901a,0,0,0,0,1,0,1,0,,,,,,
902a,1,1,0,0,1,0,1,0,,,,,,
903a,1,1,1,1,1,0,1,1,,,,,,
904a,0,1,1,0,1,0,1,0,,,,,,
905a,0,0,0,1,0,0,1,0,,,,,,
906a,0,0,0,0,1,0,1,0,,,,,,
907a,0,0,0,0,0,1,1,0,,,,,,
908a,1,1,1,1,1,0,1,1,,,,,,
909a,1,1,0,1,0,1,1,0,,,,,,
910a,0,1,0,0,1,1,1,0,,,,,,
911a,0,0,0,1,0,0,0,0,,,,,,
912a,0,0,0,0,1,0,1,0,,,,,,
913a,0,0,0,0,0,1,0,0,,,,,,
914a,0,0,0,1,0,0,1,0,,,,,,
915a,1,1,1,0,0,1,1,1,,,,,,
916a,1,0,0,1,0,0,1,0,,,,,,
917a,0,1,0,0,1,1,1,0,,,,,,
918a,0,0,0,1,0,0,1,0,,,,,,
919a,0,1,1,1,1,1,1,1,,,,,,
920a,0,0,0,0,0,0,1,0,,,,,,
921a,0,0,0,0,0,0,0,1,,,,,,
922a,0,0,0,1,0,0,0,0,,,,,,
923a,0,0,0,0,1,0,0,0,,,,,,
924a,0,1,1,1,1,1,1,0,,,,,,
925a,0,1,1,0,1,0,1,0,,,,,,
926a,0,0,0,1,0,0,0,0,,,,,,
927a,0,0,0,0,1,0,1,0,,,,,,
928a,0,0,0,0,1,1,1,0,,,,,,
929a,0,0,0,0,0,0,1,0,,,,,,
930a,1,0,0,0,0,1,1,0,,,,,,
931a,0,0,0,0,1,0,0,0,,,,,,
932a,0,0,0,0,0,1,0,0,,,,,,
933a,0,1,0,0,1,1,1,1,,,,,,
934a,0,1,0,0,0,0,0,0,,,,,,
935a,0,0,0,1,0,0,0,0,,,,,,
936a,1,0,0,0,0,1,0,0,,,,,,
937a,0,0,0,0,0,0,0,1,,,,,,
938a,1,1,0,0,1,0,1,0,,,,,,
939a,0,1,0,0,0,0,0,0,,,,,,
940a,0,0,0,0,0,1,1,0,,,,,,
941a,0,0,0,0,1,0,1,0,,,,,,
942a,0,0,0,1,0,1,1,1,,,,,,
943a,0,0,0,0,1,0,1,0,,,,,,
944a,0,1,0,0,1,1,0,0,,,,,,
945a,0,0,0,0,0,0,1,0,,,,,,
946a,1,1,0,0,1,0,1,1,,,,,,
947a,0,1,1,0,1,1,1,0,,,,,,
948a,0,0,0,0,1,0,0,0,,,,,,
949a,0,1,0,0,1,1,1,0,,,,,,
950a,1,1,0,0,1,0,1,0,,,,,,
951a,0,1,0,0,0,0,0,0,,,,,,
952a,0,0,0,0,1,0,0,0,,,,,,
953a,0,0,0,0,0,0,1,0,,,,,,
954a,0,1,1,0,1,0,1,1,,,,,,
955a,0,0,0,0,1,0,0,0,,,,,,
956a,1,1,1,0,0,1,1,1,,,,,,
957a,1,1,0,0,1,1,1,0,,,,,,
958a,0,1,0,0,1,0,0,0,,,,,,
959a,0,1,1,1,1,1,1,0,,,,,,
960a,0,0,0,0,0,0,1,0,,,,,,
961a,0,1,0,0,1,1,1,1,,,,,,
962a,0,0,0,0,1,0,1,0,,,,,,
963a,0,0,0,0,1,0,1,0,,,,,,
964a,1,0,0,0,0,0,1,0,,,,,,
965a,0,0,0,0,1,0,0,0,,,,,,
966a,0,1,0,0,0,1,1,0,,,,,,
967a,0,0,0,0,0,0,1,0,,,,,,
968a,1,0,0,0,0,0,1,1,,,,,,
969a,0,0,0,0,1,0,0,0,,,,,,
970a,0,1,0,0,0,1,1,0,,,,,,
971a,0,0,0,0,1,0,0,0,,,,,,
972a,0,0,0,0,0,1,1,0,,,,,,
973a,1,0,0,0,1,0,1,0,,,,,,
974a,0,0,0,1,0,0,0,0,,,,,,
975a,0,0,0,0,1,0,0,0,,,,,,
976a,0,0,0,0,1,1,1,0,,,,,,
977a,0,0,0,0,0,0,1,0,,,,,,
978a,0,0,0,0,1,0,0,1,,,,,,
979a,0,0,0,1,0,0,0,0,,,,,,
980a,0,0,0,0,1,0,1,0,,,,,,
981a,0,0,0,0,0,0,1,0,,,,,,
982a,1,1,1,0,1,1,1,1,,,,,,
983a,0,1,0,0,0,0,0,0,,,,,,
984a,0,0,0,1,0,0,0,0,,,,,,
985a,0,0,0,0,1,0,1,0,,,,,,
986a,1,1,0,0,1,1,1,0,,,,,,
987a,0,0,0,1,0,0,0,0,,,,,,
988a,0,0,0,0,1,0,1,0,,,,,,
989a,0,0,0,1,0,0,1,0,,,,,,
990a,0,0,0,1,0,0,0,0,,,,,,
991a,0,0,0,0,1,0,0,0,,,,,,
992a,0,0,0,0,0,1,1,0,,,,,,
993a,0,0,0,0,0,1,1,0,,,,,,
994a,1,0,1,1,0,1,1,1,,,,,,
995a,0,1,0,0,1,0,1,0,,,,,,
996a,0,0,1,1,0,0,1,0,,,,,,
997a,0,0,0,1,0,0,0,0,,,,,,
998a,0,0,0,0,1,0,0,0,,,,,,
999a,0,0,0,0,0,0,1,0,,,,,,
1000a,1,0,0,0,1,0,0,0,,,,,,
1001a,0,1,1,0,1,0,0,0,,,,,,
1002a,0,0,1,0,0,0,1,0,,,,,,
1003a,0,0,0,1,0,0,0,0,,,,,,
1004a,0,0,0,0,1,0,1,0,,,,,,
1005a,0,1,0,0,0,1,1,0,,,,,,
1006a,0,1,0,0,0,0,0,0,,,,,,
1007a,0,1,0,1,1,0,1,0,,,,,,
1008a,0,0,0,0,1,1,0,0,,,,,,
1009a,0,0,0,0,1,0,1,0,,,,,,
1010a,0,1,0,0,0,0,1,0,,,,,,
1011a,0,0,0,1,0,0,0,0,,,,,,
1012a,0,0,0,0,1,0,1,0,,,,,,
1013a,1,0,0,0,0,1,1,1,,,,,,
1014a,1,0,0,0,1,1,1,1,,,,,,
1015a,0,1,0,0,0,0,0,0,,,,,,
1016a,0,0,0,1,1,0,0,0,,,,,,
1017a,0,0,0,0,1,0,0,0,,,,,,
1018a,0,0,0,0,1,0,0,0,,,,,,
1019a,0,0,0,0,0,0,1,0,,,,,,
1020a,0,0,0,0,1,0,1,1,,,,,,
1021a,0,0,0,1,1,0,1,0,,,,,,
1022a,0,0,0,0,1,0,1,0,,,,,,
1023a,0,0,0,0,0,1,1,0,,,,,,
1024a,0,0,0,0,0,1,1,0,,,,,,
1025a,1,0,0,0,0,1,1,0,,,,,,
1026a,0,0,0,1,1,0,0,0,,,,,,
1027a,0,0,0,1,0,1,0,0,,,,,,
1028a,1,1,0,0,1,1,1,0,,,,,,
1029a,0,0,0,0,0,1,1,1,,,,,,
1030a,1,1,0,0,0,0,1,0,,,,,,
1031a,0,1,1,0,1,1,1,0,,,,,,
1032a,0,1,0,1,1,1,1,0,,,,,,
1033a,0,0,0,0,0,0,0,1,,,,,,
1034a,0,1,0,0,0,0,0,0,,,,,,
1035a,0,1,1,0,1,1,1,0,,,,,,
1036a,0,0,0,0,0,1,0,0,,,,,,
1037a,0,0,0,0,0,0,1,0,,,,,,
1038a,1,0,0,0,0,1,1,1,,,,,,
1039a,1,0,0,0,0,0,0,0,,,,,,
1040a,0,1,0,0,1,1,1,0,,,,,,
1041a,0,0,1,0,1,0,1,0,,,,,,
1042a,0,1,0,1,0,0,0,0,,,,,,
1043a,0,0,0,0,1,0,0,0,,,,,,
1044a,0,0,0,0,1,1,1,0,,,,,,
1045a,0,0,0,0,0,0,1,0,,,,,,
1046a,0,0,1,0,1,0,1,0,,,,,,
1047a,0,0,0,1,0,0,0,0,,,,,,
1048a,0,0,0,0,1,0,1,0,,,,,,
1049a,0,0,0,0,0,1,1,0,,,,,,
1050a,0,0,0,0,0,0,1,0,,,,,,
1051a,1,1,1,1,0,1,1,0,,,,,,
1052a,0,0,1,0,1,0,1,0,,,,,,
1053a,0,0,0,0,1,0,1,0,,,,,,
1054a,0,1,1,0,0,0,1,0,,,,,,
1055a,0,0,0,1,0,0,1,0,,,,,,
1056a,0,0,0,0,0,1,0,0,,,,,,
1057a,0,0,0,0,0,0,1,0,,,,,,
1058a,1,0,0,0,1,0,1,0,,,,,,
1059a,0,0,0,0,1,0,0,0,,,,,,
1060a,0,0,0,0,0,0,1,0,,,,,,
1061a,0,0,0,0,1,0,0,0,,,,,,
1062a,1,0,0,0,0,0,0,0,,,,,,
1063a,0,0,0,0,1,0,1,0,,,,,,
1064a,1,1,0,1,1,0,1,1,,,,,,
1065a,1,0,0,0,0,0,1,0,,,,,,
1066a,0,0,0,0,1,0,0,0,,,,,,
1067a,0,0,0,1,0,1,1,0,,,,,,
1068a,0,0,0,0,1,1,1,0,,,,,,
1069a,1,1,1,0,1,1,1,1,,,,,,
1070a,0,1,0,1,1,1,1,0,,,,,,
1071a,0,0,0,0,1,0,0,0,,,,,,
1072a,0,0,0,0,1,1,1,0,,,,,,
1073a,1,0,0,0,1,0,1,0,,,,,,
1074a,0,0,0,0,1,0,1,0,,,,,,
1075a,0,0,0,0,0,0,1,0,,,,,,
1076a,0,1,0,0,0,1,1,1,,,,,,
1077a,0,1,0,1,1,0,1,0,,,,,,
1078a,0,0,0,0,1,0,1,0,,,,,,
1079a,0,0,0,0,0,1,0,0,,,,,,
1080a,1,0,0,0,0,0,1,1,,,,,,
1081a,1,0,0,0,0,0,1,0,,,,,,
1082a,0,0,1,0,1,1,1,0,,,,,,
1083a,0,0,0,0,1,0,1,0,,,,,,
1084a,1,0,0,0,1,1,1,1,,,,,,
1085a,0,0,0,0,1,0,0,0,,,,,,
1086a,1,1,0,0,1,0,1,0,,,,,,
1087a,0,0,0,1,1,0,0,0,,,,,,
1088a,0,0,0,0,1,0,0,0,,,,,,
1089a,0,0,0,0,1,0,1,0,,,,,,
1090a,0,0,0,0,0,0,0,1,,,,,,
1091a,0,1,1,0,1,0,0,0,,,,,,
1092a,0,0,0,0,1,0,0,0,,,,,,
1093a,0,0,0,0,0,1,0,1,,,,,,
1094a,1,0,0,0,0,1,1,0,,,,,,
1095a,0,0,0,1,0,0,1,0,,,,,,
1096a,0,0,0,0,1,0,0,0,,,,,,
1097a,0,0,0,0,1,1,0,0,,,,,,
1098a,1,1,0,0,1,0,1,0,,,,,,
1099a,0,0,1,0,0,0,1,0,,,,,,
1100a,0,0,0,0,1,0,1,0,,,,,,
1101a,0,0,0,0,0,0,1,1,,,,,,
1102a,1,0,0,0,1,0,1,0,,,,,,
1103a,0,1,0,0,0,0,0,0,,,,,,
1104a,0,1,1,0,0,0,1,0,,,,,,
1105a,0,0,0,0,1,0,1,0,,,,,,
